TX/RX LOOPBACK PRE-COMPRESS DUMP
input_txt_loopback 2601 32 32
input_txt_loopback 2602 20 20
input_txt_loopback 2603 7c 7c
input_txt_loopback 2604 20 20
input_txt_loopback 2605 57 57
input_txt_loopback 2606 41 41
input_txt_loopback 2607 52 52
input_txt_loopback 2608 45 45
input_txt_loopback 2609 48 48
input_txt_loopback 2610 4f 4f
input_txt_loopback 2611 55 55
input_txt_loopback 2612 53 53
input_txt_loopback 2613 45 45
input_txt_loopback 2614 20 20
input_txt_loopback 2615 20 20
input_txt_loopback 2616 20 20
input_txt_loopback 2617 7c 7c
input_txt_loopback 2618 20 20
input_txt_loopback 2619 41 41
input_txt_loopback 2620 43 43
input_txt_loopback 2621 43 43
input_txt_loopback 2622 45 45
input_txt_loopback 2623 53 53
input_txt_loopback 2624 53 53
input_txt_loopback 2625 5f 5f
input_txt_loopback 2626 52 52
input_txt_loopback 2627 45 45
input_txt_loopback 2628 51 51
input_txt_loopback 2629 55 55
input_txt_loopback 2630 45 45
input_txt_loopback 2631 53 53
input_txt_loopback 2632 54 54
input_txt_loopback 2633 20 20
input_txt_loopback 2634 7c 7c
input_txt_loopback 2635 20 20
input_txt_loopback 2636 55 55
input_txt_loopback 2637 31 31
input_txt_loopback 2638 30 30
input_txt_loopback 2639 34 34
input_txt_loopback 2640 38 38
input_txt_loopback 2641 20 20
input_txt_loopback 2642 20 20
input_txt_loopback 2643 7c 7c
input_txt_loopback 2644 20 20
input_txt_loopback 2645 43 43
input_txt_loopback 2646 41 41
input_txt_loopback 2647 52 52
input_txt_loopback 2648 44 44
input_txt_loopback 2649 35 35
input_txt_loopback 2650 30 30
input_txt_loopback 2651 30 30
input_txt_loopback 2652 30 30
input_txt_loopback 2653 34 34
input_txt_loopback 2654 38 38
input_txt_loopback 2655 20 20
input_txt_loopback 2656 7c 7c
input_txt_loopback 2657 20 20
input_txt_loopback 2658 4f 4f
input_txt_loopback 2659 4b 4b
input_txt_loopback 2660 20 20
input_txt_loopback 2661 20 20
input_txt_loopback 2662 20 20
input_txt_loopback 2663 20 20
input_txt_loopback 2664 20 20
input_txt_loopback 2665 20 20
input_txt_loopback 2666 7c 7c
input_txt_loopback 2667 20 20
input_txt_loopback 2668 43 43
input_txt_loopback 2669 41 41
input_txt_loopback 2670 52 52
input_txt_loopback 2671 44 44
input_txt_loopback 2672 5f 5f
input_txt_loopback 2673 4f 4f
input_txt_loopback 2674 4b 4b
input_txt_loopback 2675 20 20
input_txt_loopback 2676 20 20
input_txt_loopback 2677 20 20
input_txt_loopback 2678 20 20
input_txt_loopback 2679 20 20
input_txt_loopback 2680 20 20
input_txt_loopback 2681 20 20
input_txt_loopback 2682 20 20
input_txt_loopback 2683 20 20
input_txt_loopback 2684 20 20
input_txt_loopback 2685 7c 7c
input_txt_loopback 2686 20 20
input_txt_loopback 2687 52 52
input_txt_loopback 2688 45 45
input_txt_loopback 2689 54 54
input_txt_loopback 2690 52 52
input_txt_loopback 2691 59 59
input_txt_loopback 2692 3d 3d
input_txt_loopback 2693 30 30
input_txt_loopback 2694 20 20
input_txt_loopback 2695 7c 7c
input_txt_loopback 2696 20 20
input_txt_loopback 2697 43 43
input_txt_loopback 2698 52 52
input_txt_loopback 2699 43 43
input_txt_loopback 2700 3d 3d
input_txt_loopback 2701 34 34
input_txt_loopback 2702 45 45
input_txt_loopback 2703 34 34
input_txt_loopback 2704 31 31
input_txt_loopback 2705 0a 0a
input_txt_loopback 2706 32 32
input_txt_loopback 2707 30 30
input_txt_loopback 2708 32 32
input_txt_loopback 2709 36 36
input_txt_loopback 2710 2d 2d
input_txt_loopback 2711 30 30
input_txt_loopback 2712 34 34
input_txt_loopback 2713 2d 2d
input_txt_loopback 2714 30 30
input_txt_loopback 2715 31 31
input_txt_loopback 2716 20 20
input_txt_loopback 2717 30 30
input_txt_loopback 2718 38 38
input_txt_loopback 2719 3a 3a
input_txt_loopback 2720 30 30
input_txt_loopback 2721 30 30
input_txt_loopback 2722 3a 3a
input_txt_loopback 2723 34 34
input_txt_loopback 2724 38 38
input_txt_loopback 2725 20 20
input_txt_loopback 2726 7c 7c
input_txt_loopback 2727 20 20
input_txt_loopback 2728 43 43
input_txt_loopback 2729 54 54
input_txt_loopback 2730 52 52
input_txt_loopback 2731 4c 4c
input_txt_loopback 2732 2d 2d
input_txt_loopback 2733 30 30
input_txt_loopback 2734 32 32
input_txt_loopback 2735 20 20
input_txt_loopback 2736 7c 7c
input_txt_loopback 2737 20 20
input_txt_loopback 2738 50 50
input_txt_loopback 2739 41 41
input_txt_loopback 2740 52 52
input_txt_loopback 2741 4b 4b
input_txt_loopback 2742 49 49
input_txt_loopback 2743 4e 4e
input_txt_loopback 2744 47 47
input_txt_loopback 2745 20 20
input_txt_loopback 2746 20 20
input_txt_loopback 2747 20 20
input_txt_loopback 2748 20 20
input_txt_loopback 2749 20 20
input_txt_loopback 2750 7c 7c
input_txt_loopback 2751 20 20
input_txt_loopback 2752 41 41
input_txt_loopback 2753 43 43
input_txt_loopback 2754 43 43
input_txt_loopback 2755 45 45
input_txt_loopback 2756 53 53
input_txt_loopback 2757 53 53
input_txt_loopback 2758 5f 5f
input_txt_loopback 2759 47 47
input_txt_loopback 2760 52 52
input_txt_loopback 2761 41 41
input_txt_loopback 2762 4e 4e
input_txt_loopback 2763 54 54
input_txt_loopback 2764 45 45
input_txt_loopback 2765 44 44
input_txt_loopback 2766 20 20
input_txt_loopback 2767 7c 7c
input_txt_loopback 2768 20 20
input_txt_loopback 2769 55 55
input_txt_loopback 2770 31 31
input_txt_loopback 2771 30 30
input_txt_loopback 2772 33 33
input_txt_loopback 2773 38 38
input_txt_loopback 2774 20 20
input_txt_loopback 2775 20 20
input_txt_loopback 2776 7c 7c
input_txt_loopback 2777 20 20
input_txt_loopback 2778 43 43
input_txt_loopback 2779 41 41
input_txt_loopback 2780 52 52
input_txt_loopback 2781 44 44
input_txt_loopback 2782 35 35
input_txt_loopback 2783 30 30
input_txt_loopback 2784 30 30
input_txt_loopback 2785 30 30
input_txt_loopback 2786 33 33
input_txt_loopback 2787 38 38
input_txt_loopback 2788 20 20
input_txt_loopback 2789 7c 7c
input_txt_loopback 2790 20 20
input_txt_loopback 2791 47 47
input_txt_loopback 2792 52 52
input_txt_loopback 2793 41 41
input_txt_loopback 2794 4e 4e
input_txt_loopback 2795 54 54
input_txt_loopback 2796 45 45
input_txt_loopback 2797 44 44
input_txt_loopback 2798 20 20
input_txt_loopback 2799 7c 7c
input_txt_loopback 2800 20 20
input_txt_loopback 2801 55 55
input_txt_loopback 2802 53 53
input_txt_loopback 2803 45 45
input_txt_loopback 2804 52 52
input_txt_loopback 2805 5f 5f
input_txt_loopback 2806 41 41
input_txt_loopback 2807 55 55
input_txt_loopback 2808 54 54
input_txt_loopback 2809 48 48
input_txt_loopback 2810 4f 4f
input_txt_loopback 2811 52 52
input_txt_loopback 2812 49 49
input_txt_loopback 2813 5a 5a
input_txt_loopback 2814 45 45
input_txt_loopback 2815 44 44
input_txt_loopback 2816 20 20
input_txt_loopback 2817 20 20
input_txt_loopback 2818 7c 7c
input_txt_loopback 2819 20 20
input_txt_loopback 2820 52 52
input_txt_loopback 2821 45 45
input_txt_loopback 2822 54 54
input_txt_loopback 2823 52 52
input_txt_loopback 2824 59 59
input_txt_loopback 2825 3d 3d
input_txt_loopback 2826 31 31
input_txt_loopback 2827 20 20
input_txt_loopback 2828 7c 7c
input_txt_loopback 2829 20 20
input_txt_loopback 2830 43 43
input_txt_loopback 2831 52 52
input_txt_loopback 2832 43 43
input_txt_loopback 2833 3d 3d
input_txt_loopback 2834 43 43
input_txt_loopback 2835 33 33
input_txt_loopback 2836 36 36
input_txt_loopback 2837 33 33
input_txt_loopback 2838 0a 0a

